_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
1519,,Lido Rosa,New Age di L.&N. Biscotti s.n.c.,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071027,Lesina,"Viale dei Platani, 1 Traversa al mare - Marina di Lesina",,info@lidorosa.it,3387643678,,,www.lidorosa.it,,Lido Rosa Ristorante Pizzeria sul mare,"Lido Rosa a Marina di Lesina (Fg) ha una lunga spiaggia di sabbia chiara ed è a ridosso di un'incontaminata pineta. Il Lido, uno dei più moderni stabilimenti balneari, è snack-bar, ristorante e pizzeria con una grande veranda coperta con vetrata scorrevole che domina la spiaggia e il mare.
Aperto dal 25 aprile al 30 settembre.",,,,,,,,,2022-09-28 09:57:44+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,,Lido San Francesco alla Rena,Stabilimenti Balneari Adriatico s.r.l,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via Giuseppe Verdi,59 61,RISTOARENA@LIBERO.IT,0805341542,,STABILIMENTIBALNEARI@PEC.IT,,inglese|italiano|tedesco,Lido San Francesco alla Rena,"Lido San Francesco alla Rena, 25.000 mq di arenile naturale e 397 mtl frontemare, 451 cabine attrezzate, 750 postazioni ombrellone, gazebo attrezzati, servizi igienici, docce calde/fredde, spogliatoi a rotazione, nursery riservata a bambini da 0 a 3 anni, aree sportive. Ristorante, pizzeria, tavola calda, bar, chiosco bar e terrazza vista mare. Servizio salvataggio, locale di primo soccorso, accessi per disabili, animazione e miniclub.",,https://www.dms.puglia.it/digitalmanagementsystem/image/19870/foto1-19870.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19870/foto2-19870.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19870/foto3-19870.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19870/foto4-19870.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/19870/foto5-19870.jpg,,,2023-01-19 09:03:31+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,,Lido Valentino,La Concordia Società Cooperativa,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Lungomare Eroi del Mare,33,lidovalentino@libero.it,0998431838,,lidovalentino@pec.it,,italiano|inglese|francese,lido valentino,impresa familiare,,,,,,,,,2022-09-19 13:23:15+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,,Lido White Beach,White Beach s.r.l.,Enogastronomia | Mare,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074007,Fasano,Strada Provinciale Savelletri -Torre Canne,,studiociaccia@gmail.com,0804422654,,,http://www.whitebeach.it/,,LIDO WHITE BEACH,STABILIMENTO BALNEARE CON ANNESSO RISTORANTE E BAR,,,,,,,40.84358,17.464241,2019-07-01 11:46:46+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,,LIGHT TRACKS SERVICE SRL,LIGHT TRACKS SERVICE SRL,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072014,Capurso,VIA CASAMASSIMA,KM. 11300,sante.dorazio@libero.it,3484435146,,lighttracksservicesrl@pec.recapitosicuro.it,,,,,,,,,,,,,2023-05-10 16:44:01+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,,LIMITLESS,SRL,"Arte, cultura e creatività | Mice e Wedding","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa | Mice | Wedding","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Organizzatori professionali di congressi, eventi e fiere | Rappresentazioni artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali | Wedding e event planner",n.d.,0,Non Disponibile,Non Disponibile,,,,00N.D.,Non Disponibile,VIA SANTA CROCE,1,info@limitless-solutions.it,0810108666,,limitless.srl@pec.it,,,,,,,,,,,,,2023-05-10 16:43:59+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,,Li Mori,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075038,Lizzanello,Vicinale Li Mori,,limorisrl@tiscali.it,0832651140,,,,,Li Mori,,,,,,,,40.30462,18.221424,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,,L' Incanto,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075028,Gagliano del Capo,Località Ciolo Litoranea Leuca -  Novaglie,,mauropati@tiscali.it,0833547270,,,,,L' Incanto,,,,,,,,39.8482,18.370554,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,,Lindeza,Sassi Brigida ditta individuale,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via sagarriga visconti,3,bri.sassi@hotmail.it,3494596033,,brigida.sassi@pec.it,,,,,,,,,,,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,,"Lineacontinua in Puglia - Viaggi, Esperienze, Eventi",Linea Continua,Enogastronomia | Intermediazione e organizzazione | Mice e Wedding,Agenzie di viaggi on line e tradizionali | Mice | Tour operator | Valorizzazione e promozione dell'enogastronomia pugliese | Wedding,"Organizzatori professionali di congressi, eventi e fiere | Servizi Agenzie di viaggi on line e tradizionali | Servizi di Tour Operator | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia | Wedding e event planner",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074004,Cellino San Marco,Via G. Di Vittorio,8,mariaelena@lineacontinuainpuglia.it,3394735513,,mariaelenavalente@pec.it,www.lineacontinuainpuglia.it,inglese,Lineacontinua in Puglia,"Sono Maria Elena, amante del mondo così come della mia terra, e con Lineacontinua in Puglia, agenzia di viaggi ed eventi in Puglia, Italia, con sede nel Salento, nel comune di Cellino San Marco, terra di mare, vino e buon cibo, ricca di storia e cultura, mi farà piacere condurvi alla scoperta del territorio e di tutto ciò che ne è parte. 
L'amore per i luoghi in cui sono nata e cresciuta, i sapori, i profumi, forti, delicati e avvolgenti, la passione e il calore delle persone, ad un certo punto mi hanno spinta a tornare a casa.
Ho voluto che fra la prima parte della mia esperienza nel settore del turismo, svolta all¿estero e al nord Italia, e quella successiva di lineacontinua, che oggi propone accoglienza nelle sue svariate declinazioni in Puglia, non ci fosse soluzione di continuità.
Una sorta di anello di congiunzione fra passato e presente, fra antico e moderno, fra l¿estro dei popoli del sud e il rigore di quelli del nord.
Un'integrazione equilibrata e di buon senso fra poli opposti che si attraggono, in linea_continua.
Utilizzando questo strumento come bussola, il mio obiettivo è quello di riscoprire la mia terra con gli occhi di più di 30 anni di esperienza professionale, e contribuire a farla conoscere a quanta più gente possibile nel mondo per le sue eccellenze di arte, cultura e tradizione.  

Il mio motto? ... ""Just in Apulia""",,https://dms.ect.regione.puglia.it/image/50355/foto1-50355.png,https://dms.ect.regione.puglia.it/image/50355/foto2-50355.png,https://dms.ect.regione.puglia.it/image/50355/foto3-50355.jpg,https://dms.ect.regione.puglia.it/image/50355/foto4-50355.jpeg,https://dms.ect.regione.puglia.it/image/50355/foto5-50355.jpg,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,,Linee di Puglia,soc. coop. di produzione e lavoro,Servizi utili di fruizione,Noleggio di attrezzature sportive e ricreative | Trasporto e noleggio mezzi,Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Noleggio di imbarcazioni da diporto | Taxi e noleggio di autovetture con conducente,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110001,Andria,via dell'Indipendenza,,info@lineedipuglia.it,0883262094,,,,,,,,,,,,,41.23525,16.28998,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,,L'itinerario viaggi e turismo,L'itinerario sas di Schiralli Cosimo Maurizio,Intermediazione e organizzazione,Agenzie di viaggi on line e tradizionali,Servizi Agenzie di viaggi on line e tradizionali,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072027,Modugno,Piazza Sedile,4,cosimo.schiralli@litinerario.it,0805353159,,litinerariosas@pec.it,,,,,,,,,,,,,2023-05-10 16:44:07+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,,Livero  Ugo,Livero Ugo,"Arte, cultura e creatività | Sport, natura e benessere",Gestione e servizi di valorizzazione culturale e creativa | Natura,"Attività ricreative, di intrattenimento e di divertimento | Servizi a fini ricreativi legati ad avventura e natura",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110001,Andria,via Arturo Toscanini,11,ugolivero@virgilio.it,3333137848,,LIVERO.UGO@PEC.IT,,,,,,,,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,,Living Puglia,Lobello s.r.l.,Intermediazione e organizzazione | Servizi utili di fruizione,Agenzie di viaggi on line e tradizionali | Guide e accompagnatori turistici | Noleggio di attrezzature sportive e ricreative | Servizi di gestione di una destinazione (DMC) | Tour operator | Trasporto e noleggio mezzi,Accompagnatori turistici | Guide turistiche | Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Noleggio di imbarcazioni da diporto | Servizi Agenzie di viaggi on line e tradizionali | Servizi di gestione di una destinazione (DMC) | Servizi di Tour Operator | Taxi e noleggio di autovetture con conducente,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074008,Francavilla Fontana,Via San Francesco d'Assisi,104,info@living-puglia.com,0831819935,,,,,,,,,,,,,40.52748,17.58205,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,,lL'IMMOBILIARE SALENTO CASA DI DOLCE ANTONIO,L'IMMOBILIARE SALENTO CASA DI DOLCE ANTONIO,Intermediazione e organizzazione,Agenzie di viaggi on line e tradizionali,Servizi Agenzie di viaggi on line e tradizionali,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,VIA S. D'ACQUISTO,44,ADOLCE2003@LIBERO.IT,3737707638,,IMMOBILIARE.SALENTOCASA@PEC.IT,,,,,,,,,,,,,2023-08-31 08:59:39+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,,lobello records,associazione culturale,"Arte, cultura e creatività | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa | Natura","Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche | Servizi a fini ricreativi legati ad avventura e natura",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,viale michele de pietro,6,lobellorecords@gmail.com,3803119429,,lobellorecords@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,,Locanda Arcu te pratu,2 Elle Servizi srl,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Piazzetta Arco di Prato,14,info@arcutepratu.it,3287472110,,,,"Inglese, Francese, Tedesco",Locanda Arcu te Pratu,,,,,,,,40.354485,18.17041,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,,Locanda de la Poste,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110001,Andria,Via G. Bovio,49,delaposte.locanda@libero.it,0883558655,,,,,Locanda de la Poste,,,,,,,,41.31811,16.268538,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,,Locanda di Nunno,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110004,Canosa di Puglia,Via Balilla,2,locandadinunno@libero.it,0883615096,,,,,La Locanda di Nunno,,,,,,,,41.218826,16.07139,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,,Locanda Rivoli,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Via Augusto Imperatore,13,antonelladedonno@tiscali.it,0832331678,,,,,Locanda Rivoli,,,,,,,,40.352257,18.17166,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,,LOCOMONDO VIAGGI,LOCOMONDO VIAGGI DI ANTONIO PAGNELLI,Intermediazione e organizzazione,Tour operator,Servizi di Tour Operator,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072025,Locorotondo,VIA CISTERNINO,,info@locomondoviaggi.it,0804313192,,,,,,,,,,,,,40.75337,17.337656,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,,Locus Festival,Locus Festival,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Francesco Crispi,5,amministrazione@locusfestival.it,0805947301,Bari,locusfestival@pec.it,,,,,,,,,,,,,2022-12-14 09:40:12+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,,Lo.ft - Locali Fotografici,Lo.ft - Locali Fotografici,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,via Simini,6,localifotografici@gmail.com,3498797914,,francescamaria.fiorella@widipec.it,,,,,,,,,,,,,2023-05-10 16:44:05+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,,LOME SUPERFRUIT,Masseria Fruttirossi Srl,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi di vendita e/o produzione con degustazione di prodotti tipici locali | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,C.DA TERZODIECI,SNC,amministrazione@masseriafruttirossi.com,0999647688,CASTELLANETA,fruttirossi@pec.it,,italiano|inglese,LOME SUPERFRUIT,x,,,,,,,,,2023-07-10 17:06:25+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,,Loran Italia,LORAN ITALIA SRL,Servizi utili di fruizione,Noleggio di attrezzature sportive e ricreative | Trasporto e noleggio mezzi,Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Taxi e noleggio di autovetture con conducente,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Viale Giuseppe De Gennaro,1,info@loranitalia.it,3496187261,,loranitaliasrl@pec.it,www.loranitalia.it,francese|inglese|italiano|tedesco,Loran/italian rental,"La mobilità è in continuo cambiamento.
Per questo Loran Italia offre una nuova idea di noleggio: su misura, efficiente, sicuro.
Con un¿offerta di veicoli differenziata, sia per i privati che per le aziende, e una forte attenzione all¿esperienza del cliente, il noleggio Loran Italia è garanzia di versatilità, trasparenza e specializzazione. Auto, auto premium, autobus, minivan, NCC, veicoli commerciali anche a temperatura controllata: è questa l¿offerta di Loran Italia per un noleggio flessibile ed efficiente.",,https://dms.ect.regione.puglia.it/image/20296/foto1-20296.jpg,,,,,,,2023-02-23 11:48:33+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,,L' Orecchietta,L' Orecchietta S.r.l.,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075034,Guagnano,Via Vittorio Veneto,,info@lorecchietta.com,0832705796,,,,,,,,,,,,,,,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,,L' Orecchietta,L' Orecchietta S.r.l.,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi di vendita e/o produzione con degustazione di prodotti tipici locali | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075034,Guagnano,Via Vittorio Veneto,49,info@lorecchietta.com,0832705796,,orecchietta@mypec.eu,www.lorecchietta.com,inglese|italiano,L' Orecchietta,"Pastificio con cucina, enoteca - enogastronomia. 
Dal 1991 produciamo pasta artigianale, negli anni a seguire abbiamo iniziato a cucinare i nostri prodotti insieme ad altre materie prime pugliesi, abbinandoli ai vini delle Terre del Negroamaro. Offriamo una cucina composta maggiormente da verdure nel rispetto delle stagioni e della biodiversità. Collaboriamo con molte delle aziende vitivinicole locali, cercando di creare, insieme a loro, un' offerta enoturistica autentica. 
I nostri genitori, Antonio e Lisetta, oggi in pensione, gestiscono una piccola struttura ricettiva ricavata dalla ristrutturazione di due case agricole comunicanti con la loro abitazione. (Corte dei furesi)
Mino e Simona Rosato",,https://www.dms.puglia.it/digitalmanagementsystem/image/33373/foto1-33373.JPG,https://www.dms.puglia.it/digitalmanagementsystem/image/33373/foto2-33373.jpg,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,,L' Orecchietta,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071009,Candela,Contrada Pescara,,info@orecchietta.it,,,,,,L' Orecchietta,,,,,,,,41.134857,15.514858,2019-07-01 11:46:46+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,,LORENZO NANNA - GUIDA TURISTICA E ACCOMPAGNATORE TURISTICO,LORENZO NANNA - GUIDA TURISTICA E ACCOMPAGNATORE TURISTICO,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072015,Casamassima,DELEDDA,12,lorenzonanna@libero.it,3476925226,,lorenzo.nanna@archiworldpec.it,,,,,,,,,,,,,2023-03-29 08:43:43+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,,Lo Scoglio delle Sirene,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,Riviera Nazario Sauro,83,scogliodellesirene@hotmail.com,0833261091,,,,,Lo Scoglio delle Sirene,,,,,,,,40.05585,17.992613,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,,L' Osteria di Chichibio,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072035,Polignano a Mare,Largo Gelso,12,info@osteriadichichibio.it,0804240488,,,,,,,,,,,,,40.99698,17.21693,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,,L'Osteria di Chichibio,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072035,Polignano a Mare,Largo Gelso,12,info@osteriadichichibio.it,0804240488,,,,,L' Osteria di Chichibio,,,,,,,,40.997112,17.216639,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,,LOSURDO VIAGGI SRL,Italy (+39),Intermediazione e organizzazione | Servizi utili di fruizione,Agenzie di viaggi on line e tradizionali | Noleggio di attrezzature sportive e ricreative | Servizi di gestione di una destinazione (DMC) | Tour operator | Trasporto e noleggio mezzi,Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Noleggio di imbarcazioni da diporto | Servizi Agenzie di viaggi on line e tradizionali | Servizi di gestione di una destinazione (DMC) | Servizi di Tour Operator | Taxi e noleggio di autovetture con conducente,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072037,Rutigliano,via aldo moro,,info@losurdoviaggi.it,3495794585,,,,,,,,,,,,,41.00946,17.010313,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,,LOSURDO VIAGGI SRL,LOSURDO VIAGGI SRL,Intermediazione e organizzazione | Mice e Wedding,Agenzie di viaggi on line e tradizionali | Mice,"Organizzatori professionali di congressi, eventi e fiere | Servizi Agenzie di viaggi on line e tradizionali",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072037,Rutigliano,VIA ALDO MORO,59,info@losurdoviaggi.it,0804769624,BARI,losurdoviaggi@arubapec.it,,,,,,,,,,,,,2021-12-09 13:25:30+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,,LOVING SALENTO TOUR OPERATOR SRL,LOVING SALENTO TOUR OPERATOR SRL,Intermediazione e organizzazione,Tour operator,Servizi di Tour Operator,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075063,Racale,Via Garibaldi,64,info@lovingsalento.it,0833901725,,,www.lovingsalento.it,,,"Loving Salento Tour Operator, con oltre dieci anni di esperienza, rappresenta oggi una delle principali realtà nel panorama del turismo online sul territorio salentino. Specializzato nella vendita di viaggi e pacchetti per vacanze al mare in Residence, Villaggi, Hotel, Ville esclusive, B&B, Masserie e dimore tipiche.",,,,,,,39.96381,18.089174,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
