_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
258,,Lido La Bussola,Lido La Bussola di Di Cesare Maria,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,"Lungomare Cristoforo Colombo, angolo Piazza Caduti di tutte le guerre",,fabio.frontino88@gmail.com,,,,http://lidolabussola.wix.com/lidolabussola#!,,lido la bussola,stabilimento balneare - bar - ristorante - pizzeria - parcheggio custodito - musica - cabine - case vacanze,,,,,,,,,2019-07-01 00:00:00+02,,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Pendenza rampa,Percorsi | Pavimentazione | Parcheggi,,,,,,,,Puglia Imperiale,,,,,,,,16,,,margherita di savoia,,Privato coperto gratuito | Custodito | Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
259,,Lido La Bussola,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,Via Capricorno,,lido.labussola_2009@libero.it,,,,/,,Lido La Bussola,"Stabilimento balneare con noleggio di ombrellone, sdraio e lettino e servizio ristoro/bar",,,,,,,40.089085,18.013063,2022-09-19 00:00:00+02,,,,,,,Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa,Percorsi,,,,,,,,Salento,,,,,,,,16,,,Rivabella,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,carrozzine,
260,,Lido la Capannina,IL 1964 SRL ,Enogastronomia | Mare,Ristorazione | Stabilimenti balneari,"Servizi di ristorazione (ristoranti, catering, ...) | Servizi per la gestione di stabilimenti balneari",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Lungomare Eroi del Mare,5,tecnostudio2012@gmail.com,,,,,,LIDO SABLEE,"STABILIMENTO BALNEARE CON ANIMAZIONE BAR, RISTORANTE, DISCOTECA",,,,,,,,,2019-07-01 00:00:00+02,,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Balconi e terrazze | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa,Percorsi | Pavimentazione,Ciotola acqua | Ciotola croccantini,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Castellaneta Marina,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
261,,LIDO LA CASTELLANA,CPO SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075057,Otranto,A.SFORZA,SNC,LIDOLACASTELLANA@GMAIL.COM,3358112520,,CPO@ARUBAPEC.IT,,,,,,,,,,,,,2022-11-02 00:00:00+01,3358112520,,93.29.20,,,,Pavimenti non sdrucciolevoli | Percorsi orizzontali con andamento quanto piu' possibile continuo | Servizi igienici,,,Bar,Italiana | Tipica,,,,,Salento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,Lido La Conchiglia,Lido La Conchiglia di Pupino Angelo s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Lungomare Eroi del Mare,,angelopupino@alice.it,0998430280 - 3388120909,,,,,Lido La Conchiglia,Stabilimento Balneare- Bar- Tabacchi,,,,,,,40.466484,16.943079,2019-07-01 00:00:00+02,0998430280 - 3388120909,,,,,,,Pavimentazione | Segnaletica,,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Castellaneta Marina,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
263,,LIDO LA CONCHIGLIA SRL,LIDO LA CONCHIGLIA SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Lungomare Eroi del Mare,4,info@grupposimone.it,0803117026,,lidolaconchigliasas@pec.it,,Italiano,,Stabilimento Balneare,,,,,,,,,2023-05-10 00:00:00+02,0803117026,,,,,,Percorsi orizzontali con andamento quanto piu' possibile continuo | Pavimenti non sdrucciolevoli | Porte di accesso facilmente manovrabili | Servizi igienici,Segnaletica,,Bar,Altro,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Castellaneta Marina,,Pubblico a pagamento,Connessione WiFi gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
264,,Lido La Cueva,ger.mar. s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075043,Melendugno,Via Risorgimento - Torre dell'Orso,,la-cueva@libero.it,3380967033,,,,Italiano | Inglese,LA CUEVA,LIDO CON ANNESSO BAR,,,,,,,,,2022-09-19 00:00:00+02,3380967033,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Segnaletica,,Bar | Punto ristoro,Tipica,,,,,Salento,,,,,,,,16,Lecce,MELENDUGNO,TORRE DELL'ORSO,,Nessuno,Connessione WiFi gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
265,,Lido La Darsena,Eurovillage  Srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Corso Vittorio Emanuele,281,ass.asba@gmail.com,,,,,,,struttura per famiglie e giovani,,,,,,,41.38176,16.13964,2022-10-27 00:00:00+02,,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
266,,Lido LaFayette,La Fayette s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072022,Giovinazzo,ss 16 KM 781+400 Cala Arena,,info@lafaiette.com,,,,www.lafaiette.com,,LIDO LAFAYETTE,LIDO BALNEARE,,,,,,,41.186684,16.673597,2023-01-12 00:00:00+01,,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Arredi fissi | Servizi igienici | Cucine | Balconi e terrazze | Percorsi orizzontali con andamento quanto piu' possibile continuo | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Ascensore | Servoscala e piattaforma elevatrice,Percorsi | Pavimentazione | Parcheggi | Segnaletica,Dog cat sitter,,,,,,,Bari e la costa,,,,,,,,16,,,ss.16 km 781+400,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
267,,Lido La Marea,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Lungomare Eroi del Mare,SNC,tecnostudio2012@gmail.com,0998433056,,,,,LIDO LA MAREA,"STABILIMENTO BALNEARE COMPLETO DI BAR, RISTORANTE, PIZZERIA, ATTIVITA' NOTTURNA",,,,,,,,,2019-07-01 00:00:00+02,0998433056,,,,,,Pavimenti non sdrucciolevoli | Pendenza rampa,Percorsi | Pavimentazione,Ciotola acqua | Ciotola croccantini,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Castellaneta Marina,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
268,,Lido l'Ancora,Gioia Puglia s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Lungomare Eroi del Mare,,joniovacanze.residen@libero.it,,,,,,LIDO L'ANCORA,Il lido attrezzato offre 80 ombrelloni e 160 lettini con spiaggia fine e mare cristallino a fondale basso ideale per i più piccoli.,,,,,,,40.466484,16.943079,2019-07-01 00:00:00+02,,,,,,,Percorsi orizzontali con andamento quanto piu' possibile continuo,Pavimentazione | Segnaletica,,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,castellaneta marina,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
269,,Lido La Perla,Perla dello Jonio s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073007,Ginosa,Lungomare Marina di Ginosa,6,vitacostantino@libero.it,,,,www.perladellojonio.it,,LIDO LA PERLA,STABILIMENTO BALNEARE,,,,,,,40.42655,16.890495,2022-09-20 00:00:00+02,,,,,,,,Parcheggi,,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,MARINA DI GINOSA,,Privato coperto a pagamento | Custodito | Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
270,,Lido La Pineta,La Pineta di Lupo Cosimo & C. s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075097,Porto Cesareo,via TORRE LAPILLO,,info@lidolapineta.it,3287679725,,,www.lidolapineta.it,,LIDO LA PINETA,"STABILIMENTO BALNEARE, SPIAGGIA ATTREZZATA, BAR-TABACCHI CON TERRAZZA SUL MARE, RISTORANTE PIZZERIA CON FORNO A LEGNA, SALA DA BALLO, PARCHEGGIO.",,,,,,,40.28631,17.855558,2022-09-30 00:00:00+02,3287679725,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Terminali degli impianti facilmente utilizzabili e individuabili | Servizi igienici | Cucine | Percorsi orizzontali con andamento quanto piu' possibile continuo,Parcheggi | Segnaletica,,,,,,,,Salento,,,,,,,,16,,,PORTO CESAREO (localita TORRE LAPILLO),,Privato coperto a pagamento | Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
271,,LIDO L'APPRODO SNC DI ALESSANDRO DELL'ANNA &C .,LIDO L'APPRODO SNC DI ALESSANDRO DELL'ANNA &C .,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,VIA EOLO,4,approdolido@gmail.com,3920000392,,approdo.lecce@pec.it,http://www.approdolido.it/,Italiano | Inglese,APPRODO LIDO,"Dall¿alba al tramonto la spiaggia della Marina di Torre Chianca è la protagonista indiscussa delle calde estati Leccesi. Con la sua sabbia dorata e finissima, rappresenta il palcoscenico ideale sul quale si consumano i momenti più appassionanti dell¿estate tra sport, mondanità, benessere, animazione, divertimento e relax. L¿Approdo Lido è una struttura polifunzionale sulla spiaggia, a pochi km dal centro città di Lecce. Sullo sfondo dominato dalle pacate onde dell¿Adriatico, lo stabilimento balneare organizza diverse attività ricreative e di intrattenimento, eventi culturali e ludici con l¿obbiettivo di garantire al cliente ogni genere di confort e rispondere alle esigenze di ogni fascia di pubblico.",https://dms.ect.regione.puglia.it/image/49726/foto1-49726.jpg,https://dms.ect.regione.puglia.it/image/49726/foto2-49726.jpg,https://dms.ect.regione.puglia.it/image/49726/foto3-49726.jpg,https://dms.ect.regione.puglia.it/image/49726/foto4-49726.jpg,https://dms.ect.regione.puglia.it/image/49726/foto5-49726.jpg,,,,2023-05-10 00:00:00+02,3920000392,,,Telefonica e/o con appuntamento per gli abbonamenti,,SI,,,,Bar,Tipica,,,,,Salento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,Lido La Rotonda,Lido La Rotonda s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Lungomare Cristoforo Colombo,233,franco.granieri@gmail.com,0805335838,,,,,LIDO LA ROTONDA,LID0O LA ROTONDA,,,,,,,41.380516,16.143658,2023-01-24 00:00:00+01,0805335838,,,,,,,Pavimentazione,,,,,,,,Bari e la costa,,,,,,,,16,,,BARI-S.SPIRITO,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
273,,Lido La Rotonda S.r.l,Lido La Rotonda S.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Lungomare cristoforo colombo,233,gio.milo@gruppomilo.it,3485211975,Santo Spirito,lidolarotonda@arubapec.it,,,,,,,,,,,,,2021-12-22 00:00:00+01,3485211975,,93.29.20,,,,,,,Bar | Ristorante | Punto ristoro,Tipica,,,,,Bari e la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,Lido La Scogliera di Frontino Elisabetta,Lido La Scogliera di Frontino Elisabetta,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Località Quarto - Strada Statale 159,,elisabetta.galiotta@gmail.com,,,,,,,STABILIMENTO BALNEARE SITUATO A POCHI KM DAL CENTRO CITTADINO CON TUTTI I COMFORT PER GIOVANI E FAMIGLIE PER TRASCORRERE DELLE PIACEVOLI GIORNATE AL MARE.,,,,,,,41.35772,16.087294,2022-10-27 00:00:00+02,,,,,,,Pendenza rampa,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
275,,Lido La Sirenetta,Lido La Sirenetta s.a.s di Virgilio Michele & C.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,Viale Miramare - Spiaggia Castello,S.N.,lasirenettasas@libero.it,336920605,,,,,LIDO LA SIRENETTA,STABILIMENTO BALENEARE CON ANNESSO BAR E SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,,,,,,,41.631535,15.919255,2022-10-04 00:00:00+02,336920605,,,,,,Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,MANFREDONIA,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
276,,Lido La Sorgente - Castro,La Sorgente dei Frat. Coluccia L.A.M.T. snc,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075096,Castro,Lit. Catro Tricase,2,antonio.coluccia@libero.it,3276689748,castro,lidolasorgentesnc@pec.it,,inglese|italiano,La Sorgente snc,Stabilimento Balneare con annesso Chiosco Bar,,,,,,,,,2022-09-30 20:20:43+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,Lido La Staffa,Lido La Staffa,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Lungomare Attilio Mori - Frigole,16,info@lidolastaffa.com,0832376297,,,www.lidolastaffa.com,,,¿cabine e spogliatoi; ¿ombrelloni sdraio e lettini; ¿ampio parcheggio auto al coperto; ¿posto telefonico pubblico; ¿bar; ¿market; ¿tabacchi; ¿biglietteria autobus; ¿area Wi-Fi gratis;,,,,,,,40.430405,18.252726,2019-07-01 00:00:00+02,0832376297,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,Frigole,,Privato coperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
278,,Lido Le Canne,Tricarico Rosario Antonio,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,Contrada Padula BIanca,sn,info@lidolecanne.it,,,,www.lidolecanne.it,,Lido Le Canne,"servizio spiaggia, ristorante, lounge bar, edicola, rosticceria",,,,,,,40.102676,18.011826,2023-01-24 00:00:00+01,,https://dms.ect.regione.puglia.it/image/19834/logo-19834.png?type=logo,,,,,Balconi e terrazze | Arredi fissi | Cucine | Servizi igienici,Parcheggi | Pavimentazione | Segnaletica,Ciotola acqua | Ciotola croccantini | Spazio apposito per animali,Bar | Camere / struttura per ospiti disabili | Quotidiano | Ristorante | Punto ristoro,Tipica | Vegetariana,,,,,Salento,,,,,,,,16,,,Padula Bianca,,Privato coperto a pagamento | Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
279,,LIDO LE CESINE,AI CONFINI DI RAMSAR DI MARCO PASQUIINO,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075093,Vernole,Strada provinciale San cataldo - S. Foca km7,,marcopasquino@ycloud.com,,,,,,,,,,,,,,40.392952,18.27825,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,LIDO LE DIOMEDEE,LE DIOMEDEE SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Località Pantano,snc,dirodi.pasquale@spiaggialunga.it,0884705155,,,www.lediomedee.it,,le diomedee-centro prenotazioni vieste,lido balneare a servizio del complesso turistico le diomedee,,,,,,,41.886566,16.121817,2023-09-13 00:00:00+02,0884705155,,,,,,,Percorsi,,,,,,,,Gargano e Daunia,,,,,,,,16,,,vieste,,Privato coperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
281,,Lido Le Dune,Capraro Stefano,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075057,Otranto,,,gabriella.caggese@tiscali.it,3290476899  3389821781,,,,Italiano,LIDO LE DUNE,Lido Le Dune,,,,,,,40.147823,18.485933,2022-09-19 00:00:00+02,3290476899  3389821781,,,,,,,,,,Tipica,,,,,Salento,,,,,,,,16,,,LAGHI ALIMINI,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
282,,Lido Le Dune,SAMEN HYBRID srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Via Barletta,SN,ass.asba@gmail.com,3281291115,,,,,Lido Le Dune,Stabilimento balneare,,,,,,,41.368923,16.160545,2022-10-31 00:00:00+01,3281291115,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,Margherita di Savoia,,Privato coperto gratuito | Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
283,,Lido Le Mille e Una Notte,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,Lungomare del Sole,Siponto s.n.,insteweb@gmail.com,3463304218 - 3404064092,,,,,"lido Le Mille e Una Notte - sole, mare, relax...","la struttura è rivolta all'accoglienza dei bagnanti con l'offerta di postazioni ombreggianti e sedute relax in triplice forma (lettini, sdraio, sedie regista); inoltre offre servizio bar/chiosco focalizzato sulla vendita di merci prettamente confezionate (gelati, snack salati, snack dolci) e caffetteria",,,,,,,41.60318,15.895249,2022-10-04 00:00:00+02,3463304218 - 3404064092,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi,,,,,,,,Gargano e Daunia,,,,,,,,16,,,Siponto,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,carrozzine,
284,,LIDO LE ORCHIDEE,LE ORCHIDEE SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Litoranea Vieste - Peschici km 5 Scialmarino,snc,dirodi.pasquale@spiaggialunga.it,0884705155,,,www.leorchidee.it,,centro prenotazioni vieste,lido balneare a servizio del villaggio le orchidee,,,,,,,41.931534,16.132803,2023-09-13 00:00:00+02,0884705155,,,,,,,Percorsi | Pavimentazione,,,,,,,,Gargano e Daunia,,,,,,,,16,,,baia s.maria di merino,,Privato coperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
285,,Lido Levante,Lido Levante Di Borreggine  Vincenza & C. Sas,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Lungomare Cristoforo Colombo,,ass.asba@gmail.com,,,,,,,"Struttura Balneare, ideale per giovani e famiglie",,,,,,,41.38021,16.14408,2022-10-31 00:00:00+01,,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
286,,Lido Li Marangi,Lido Li Marangi di Elia Maurizio,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075043,Melendugno,Lungomare Matteotti San Foca di Melendugno,,info@limarangi.it,3494291523,,,www.limarangi.it,,limarangi,"lido li marangi presenta una gestione familiare e un'esperienza decennale. Ai propri clienti offre oltre ad un servizio di noleggio ombrelloni, un servizio bar e un ristorante dove degustare ottimi piatti di pesce e prodotti tipici locali.",,,,,,,40.27149,18.336338,2022-10-02 00:00:00+02,3494291523,,,,,,Pavimenti non sdrucciolevoli | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa,Pavimentazione,Ciotola acqua,,,,,,,Salento,,,,,,,,16,,,san foca,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
287,,Lido L'Oasi,Lido L'Oasi di Addabbo Donato Giuseppe & C. s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073021,Palagiano,Via San Domenico,71,donatogiuseppe.addabbo@virgilio.it,,,,,Francese | Inglese | Italiano,LIDO L'OASI,"Stabilimento balneare a gestione familiare attrezzato con ombrelloni, sdraie, lettini, pedalò e canoe. Situato sulla costa occidentale dell'arco jonico, a metà strada tra Taranto e Metaponto. Ampio arenile di finissima sabbia dorata; mare cristallino con fondale sabbioso di graduale profondità. Cucina tipica pugliese e specialità di mare",https://dms.ect.regione.puglia.it/image/20044/foto1-20044.jpg,https://dms.ect.regione.puglia.it/image/20044/foto2-20044.jpg,https://dms.ect.regione.puglia.it/image/20044/foto3-20044.jpg,https://dms.ect.regione.puglia.it/image/20044/foto4-20044.jpg,https://dms.ect.regione.puglia.it/image/20044/foto5-20044.jpg,,40.576702,17.044548,2022-09-29 00:00:00+02,,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa,Percorsi | Pavimentazione,Spazio apposito per animali | Ciotola acqua,Bar,Tipica,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
288,,Lido Lorenzo,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071031,Mattinata,Contrada Mattinatella,,rosanna.ciuffreda@alice.it,,,,,,lido lorenzo,"stabilimento balneare di piccola dimensione localizzato su una  bellissima spiaggia del territorio di Mattinata che offre ai suoi ospiti  la massima tranquillità con un punto ristoro in cui è possibile degustare piatti semplici della tradizione garganica,dal classico pane e pomodoro al prestigioso caciocavallo podolico",,,,,,,41.73674,16.11396,2023-09-28 00:00:00+02,,,,,,,Porte di accesso facilmente manovrabili | Porte e finestre facilmente utilizzabili | Servizi igienici | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo,Percorsi | Parcheggi | Segnaletica,,,,,,,,Gargano e Daunia,,,,,,,,16,,,Mattinatella,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
